ID,p_val,log2FC,pct.1,pct.2,Pvalue,,,,
Napa,0.000186686,-0.016279884,0.999,0.999,1,,,,
Zmynd8,0.014749569,-0.016287982,0.995,0.995,1,,,,
Gatb,0.301429712,-0.016288323,0.059,0.067,1,,,,
Cyp26c1,0.828118897,-0.016321781,0.002,0.003,1,,,,
Cyb561a3,0.110362599,-0.016324601,0.021,0.03,1,,,,
Tesk2,0.086889125,-0.016330619,0.053,0.066,1,,,,
Gm45866,0.112343102,-0.016337204,0.005,0.009,1,,,,
Izumo4,0.070554941,-0.016352426,0.007,0.012,1,,,,
C330018D20Rik,0.069148228,-0.0163538,0.03,0.041,1,,,,
Sv2a,0.038958168,-0.01636745,0.014,0.023,1,,,,
Per3,0.422043678,-0.01636745,0.014,0.017,1,,,,
Rbmx,0.007079531,-0.016406144,0.698,0.752,1,,,,
Ly6c2,0.789003871,-0.016409344,0.235,0.241,1,,,,
Epha5,0.012822033,-0.016425654,0.021,0.034,1,,,,
Il23r,0.024621173,-0.016427779,0.001,0.004,1,,,,
BC024063,0.024742988,-0.016442546,0.005,0.011,1,,,,
Bcl2l15,0.055321006,-0.016442546,0.003,0.007,1,,,,
Kank1,0.230242901,-0.01645712,0.011,0.015,1,,,,
Taf6l,0.082071097,-0.016474676,0.062,0.077,1,,,,
Fam216a,0.020464388,-0.016480992,0.035,0.05,1,,,,
Zfp707,0.054455731,-0.016483293,0.025,0.036,1,,,,
H6pd,0.267135345,-0.016489545,0.056,0.064,1,,,,
1700003F12Rik,0.06203291,-0.016510539,0.028,0.039,1,,,,
Gm13404,0.102567645,-0.01651673,0.011,0.017,1,,,,
Entpd5,0.114033805,-0.016523909,0.033,0.043,1,,,,
Uggt2,0.003340361,-0.016527225,0.024,0.04,1,,,,
Cldn12,0.100376395,-0.016527225,0.027,0.036,1,,,,
Patj,0.098702099,-0.016530701,0.013,0.019,1,,,,
Gm49890,0.201544523,-0.016530701,0.015,0.02,1,,,,
Zfp87,0.201437953,-0.016537114,0.034,0.042,1,,,,
Npff,0.032186743,-0.016548452,0.002,0.007,1,,,,
Gm44284,0.179245574,-0.016554042,0.02,0.014,1,,,,
Polr2e,0.264850616,-0.01655451,0.992,0.987,1,,,,
Ttll7,0.034186303,-0.016562371,0.008,0.015,1,,,,
Nudcd1,0.353309977,-0.016563045,0.043,0.05,1,,,,
Cd1d1,0.241392158,-0.016576109,0.008,0.011,1,,,,
Gm50333,0.257366151,-0.016576109,0.006,0.009,1,,,,
E130208F15Rik,0.622558792,-0.016584822,0.017,0.019,1,,,,
Dis3,0.889545297,-0.016587217,0.117,0.118,1,,,,
Ptpn3,0.073723744,-0.01658967,0.014,0.021,1,,,,
Haspin,0.239177106,-0.01658967,0.013,0.017,1,,,,
Katnal1,0.20510867,-0.016616272,0.021,0.027,1,,,,
Mrps31,0.062216746,-0.016640696,0.745,0.769,1,,,,
Mllt6,0.433066145,-0.016660497,0.081,0.088,1,,,,
Hikeshi,0.26768497,-0.016666865,0.948,0.952,1,,,,
Hunk,0.153539638,-0.016668183,0.008,0.013,1,,,,
Prkar1b,0.108546512,-0.016694182,0.008,0.013,1,,,,
Nat14,0.001929868,-0.016727699,0.007,0.018,1,,,,
Gm3294,0.02590634,-0.016740371,0.011,0.019,1,,,,
Mybl2,0.045316264,-0.01674421,0.022,0.032,1,,,,
Hoxd3os1,0.002259319,-0.016765225,0.017,0.032,1,,,,
Gdpgp1,0.28384187,-0.016765225,0.014,0.019,1,,,,
Arl16,0.029131867,-0.016771175,0.04,0.055,1,,,,
Scn1a,0.023556255,-0.016789449,0.022,0.034,1,,,,
Tex264,0.282391345,-0.016793004,0.99,0.987,1,,,,
Galt,0.09529312,-0.016796034,0.058,0.072,1,,,,
Coro2b,0.084853801,-0.016799246,0.012,0.019,1,,,,
Lrrc61,0.026161697,-0.016801332,0.025,0.037,1,,,,
Hist1h3d,0.133361152,-0.016803298,0.025,0.034,1,,,,
Letmd1,0.3859618,-0.016803298,0.039,0.045,1,,,,
Rgs12,0.173454846,-0.016813066,0.03,0.038,1,,,,
Dnmt1,0.114003862,-0.016814541,0.947,0.966,1,,,,
Nsun5,0.041413892,-0.016814684,0.039,0.053,1,,,,
Taco1,0.263786068,-0.016824653,0.03,0.037,1,,,,
Vamp1,0.355493963,-0.016837045,0.037,0.043,1,,,,
Dzip1l,0.047971569,-0.016881149,0.02,0.03,1,,,,
Gm16835,0.004341859,-0.016881508,0.003,0.009,1,,,,
Stxbp5l,0.016350614,-0.016881508,0.003,0.009,1,,,,
Nop2,0.390829496,-0.016898637,0.882,0.883,1,,,,
Gm19710,0.809224183,-0.016902829,0.032,0.033,1,,,,
Pwwp3b,0.122786703,-0.016916317,0.011,0.016,1,,,,
Det1,0.1964367,-0.016925918,0.029,0.036,1,,,,
Rps6kb2,0.374033958,-0.01693306,0.053,0.06,1,,,,
Slc25a47,0.039410946,-0.016974515,0.012,0.021,1,,,,
Pxmp4,0.041732988,-0.01697883,0.044,0.058,1,,,,
4833408A19Rik,0.053748369,-0.016985424,0.016,0.024,1,,,,
Gp6,0.024574977,-0.01698903,0.001,0.004,1,,,,
Fam3c,0.065415807,-0.016999108,0.938,0.951,1,,,,
Serpine2,0.996656895,-0.017006828,0.015,0.015,1,,,,
Tmem42,0.209622338,-0.017009067,0.049,0.058,1,,,,
Gm32591,0.14618772,-0.017032491,0.018,0.024,1,,,,
Polr1b,0.047150444,-0.017037936,0.032,0.044,1,,,,
Sephs2,0.192788814,-0.017057134,0.058,0.069,1,,,,
Gm49708,0.018547041,-0.017059063,0.006,0.013,1,,,,
Tal1,0.026261141,-0.017059063,0.004,0.01,1,,,,
Ddx51,0.269183561,-0.017063643,0.023,0.028,1,,,,
Sergef,0.000972284,-0.017067387,0.669,0.744,1,,,,
Etaa1os,0.007054061,-0.017117788,0.006,0.014,1,,,,
Camk2n2,0.072225015,-0.01713791,0.016,0.023,1,,,,
Pygo2,0.286996147,-0.017203792,0.052,0.06,1,,,,
Zer1,0.332863904,-0.017213453,0.035,0.042,1,,,,
Myrip,0.863158211,-0.017215522,0.002,0.001,1,,,,
Zfp27,0.667225861,-0.017262189,0.016,0.018,1,,,,
Dcaf6,0.139778653,-0.017271166,0.864,0.873,1,,,,
St3gal4,0.001766347,-0.017271414,0.979,0.98,1,,,,
Nr1d1,0.162715849,-0.01727676,0.035,0.044,1,,,,
Gm28375,0.149308665,-0.01728003,0.018,0.024,1,,,,
Ddx11,0.269745638,-0.01728003,0.023,0.028,1,,,,
Acad10,0.267803532,-0.017288782,0.026,0.032,1,,,,
Sox9,0.055739636,-0.017292598,0.011,0.018,1,,,,
Lrrc8a,0.091207041,-0.017336761,0.07,0.085,1,,,,
Arsa,0.083275376,-0.017339073,0.044,0.057,1,,,,
Elac2,0.6439747,-0.017339073,0.046,0.049,1,,,,
Bloc1s3,0.318229368,-0.017361001,0.03,0.036,1,,,,
Ermp1,0.232332847,-0.017378274,0.053,0.062,1,,,,
Gm48342,0.004495663,-0.01738289,0.001,0.005,1,,,,
Pdp2,0.078139723,-0.017383957,0.022,0.031,1,,,,
Nuf2,0.086299815,-0.017383957,0.023,0.032,1,,,,
Ecd,0.004426569,-0.01738745,0.085,0.115,1,,,,
Lrrc8dos,0.180860603,-0.017391375,0.003,0.005,1,,,,
Gdpd3,0.132724456,-0.017392723,0.035,0.044,1,,,,
Exoc3,0.057350556,-0.017392846,0.984,0.982,1,,,,
1700029H14Rik,0.058785784,-0.01739975,0.005,0.011,1,,,,
Plpp6,0.05354358,-0.017400097,0.028,0.039,1,,,,
Cox19,0.037832918,-0.017404227,0.908,0.938,1,,,,
Klhl23,0.084777334,-0.017408016,0.015,0.022,1,,,,
Stfa2l1,0.563372648,-0.017408016,0.01,0.012,1,,,,
1700086O06Rik,0.106403022,-0.017416175,0.015,0.022,1,,,,
Gm48383,0.108986419,-0.017416175,0.012,0.019,1,,,,
Sdha,0.071728768,-0.017426859,0.997,0.993,1,,,,
Atg9a,0.714950145,-0.017453539,0.166,0.16,1,,,,
Atl1,0.151189499,-0.017455444,0.03,0.039,1,,,,
Ppp2r5b,0.20935132,-0.017455444,0.03,0.037,1,,,,
Pear1,0.000773706,-0.017465392,0.011,0.024,1,,,,
Pip4k2c,0.168628755,-0.017476721,0.086,0.1,1,,,,
Rnf5,0.669903217,-0.01747785,0.037,0.04,1,,,,
Katnb1,0.183803894,-0.017492336,0.042,0.052,1,,,,
Btbd6,0.029940094,-0.017537239,0.021,0.032,1,,,,
Aspg,0.004448275,-0.017557888,0.005,0.013,1,,,,
Acot1,0.091839787,-0.017558587,0.03,0.04,1,,,,
Sirpa,0.56359343,-0.017573313,0.998,0.997,1,,,,
Filip1,0.004872646,-0.017579148,0.034,0.052,1,,,,
A930007I19Rik,0.829229078,-0.017601573,0.427,0.433,1,,,,
Trim44,0.000502792,-0.017606326,0.979,0.98,1,,,,
Fbxw5,0.006399185,-0.017610052,0.067,0.093,1,,,,
Gm26631,0.015602074,-0.017615766,0.004,0.01,1,,,,
Imp4,0.193372783,-0.017635311,0.98,0.98,1,,,,
Slc1a4,0.058187818,-0.017636203,0.015,0.023,1,,,,
Naprt,0.161264412,-0.017636203,0.012,0.017,1,,,,
D3Ertd751e,0.025522614,-0.017642841,0.016,0.026,1,,,,
Tmem167,0.000570657,-0.017644469,0.998,0.995,1,,,,
Sc5d,0.215050989,-0.017648463,0.062,0.072,1,,,,
Eno2,0.006899595,-0.017668565,0.027,0.042,1,,,,
Tspan15,0.00106116,-0.017673419,0.008,0.019,1,,,,
Nol11,0.250340323,-0.017704989,0.913,0.93,1,,,,
Adam30,0.422327507,-0.01772464,0.003,0.005,1,,,,
Tpmt,0.321730268,-0.017729131,0.035,0.042,1,,,,
A130077B15Rik,0.596676346,-0.017730847,0.007,0.008,1,,,,
Prkrip1,0.017181442,-0.017776337,0.895,0.926,1,,,,
Zfp984,0.301427788,-0.017799468,0.088,0.099,1,,,,
Ajuba,0.075768266,-0.017805065,0.021,0.03,1,,,,
Ppp1r13b,2.22E-05,-0.017813656,0.404,0.491,0.491345552,,,,
Pot1a,0.587596851,-0.017820175,0.054,0.058,1,,,,
Pomt1,0.089023281,-0.017821437,0.026,0.036,1,,,,
Ccdc92,0.008278767,-0.017834096,0.002,0.008,1,,,,
Afp,0.024736872,-0.017839603,0.005,0.011,1,,,,
Rnf227,0.235511118,-0.017866087,0.022,0.028,1,,,,
Prss12,0.020412848,-0.017871184,0.023,0.036,1,,,,
Mdc1,0.290562861,-0.017871816,0.049,0.057,1,,,,
Il17c,0.032228001,-0.01789163,0.002,0.007,1,,,,
Kctd20,0.584714654,-0.017897314,0.13,0.137,1,,,,
Pithd1,0.317918475,-0.017905134,0.044,0.051,1,,,,
Gm48293,0.117308256,-0.01790679,0.009,0.015,1,,,,
Tex22,0.055082149,-0.017948939,0.003,0.007,1,,,,
Mlh1,0.30175402,-0.017948939,0.04,0.047,1,,,,
Ate1,0.434396568,-0.017951409,0.761,0.76,1,,,,
Fzd6,0.087233667,-0.017953674,0.011,0.017,1,,,,
Bcl7a,0.284458938,-0.017967516,0.022,0.028,1,,,,
Acaa2,0.051519781,-0.017979789,0.705,0.75,1,,,,
1700123O20Rik,0.131818209,-0.017985703,0.134,0.153,1,,,,
4930502E09Rik,0.499141173,-0.018001613,0.001,0.002,1,,,,
Trap1,0.150678168,-0.018001954,0.935,0.947,1,,,,
Tfpi,0.033060603,-0.018020432,0.963,0.969,1,,,,
Sema4g,0.119155186,-0.018023107,0.021,0.029,1,,,,
Alx1,0.704408445,-0.018031324,0.035,0.038,1,,,,
Tspyl4,0.019328833,-0.018066864,0.011,0.019,1,,,,
2610318N02Rik,0.050123249,-0.018082263,0.023,0.033,1,,,,
Dnaaf4,0.027750454,-0.018115883,0.004,0.009,1,,,,
Gm7644,0.016322868,-0.018119531,0.004,0.009,1,,,,
Tph2,0.005566681,-0.018123131,0.01,0.021,1,,,,
Tamm41,0.006266406,-0.018124105,0.061,0.085,1,,,,
A430033K04Rik,0.02977909,-0.018130193,0.017,0.027,1,,,,
Zfp275,0.090800807,-0.018133657,0.021,0.03,1,,,,
Prcc,0.097945505,-0.018136768,0.061,0.075,1,,,,
Lrrc27,0.027060658,-0.018137077,0.023,0.035,1,,,,
Wdr53,0.126989843,-0.018172024,0.051,0.062,1,,,,
Gns,0.840778344,-0.018173826,0.996,0.993,1,,,,
Zmym1,0.43387113,-0.018194713,0.026,0.03,1,,,,
Pon2,0.000551112,-0.018198377,0.979,0.979,1,,,,
Fbxl18,0.108881807,-0.018220344,0.047,0.058,1,,,,
Klhdc8b,0.004521878,-0.018229263,0.009,0.019,1,,,,
Washc1,0.041142748,-0.018245549,0.124,0.15,1,,,,
2700062C07Rik,0.017712454,-0.01825054,0.079,0.103,1,,,,
Cntrl,0.023411216,-0.018268101,0.172,0.205,1,,,,
Slc35e2,0.174702434,-0.01826907,0.045,0.055,1,,,,
Cd300ld2,0.000203374,-0.018280475,0,0.005,1,,,,
Chrna1os,0.000680888,-0.018283066,0.005,0.015,1,,,,
Zfp346,0.258054188,-0.018283066,0.06,0.07,1,,,,
Tshr,0.112088134,-0.018285623,0.005,0.009,1,,,,
Gria3,0.054152039,-0.018288147,0.006,0.011,1,,,,
AW209491,0.071070854,-0.018290638,0.016,0.023,1,,,,
Whrn,0.089909417,-0.018290638,0.016,0.023,1,,,,
Gm12454,0.022938236,-0.018339581,0.005,0.011,1,,,,
Zfp455,0.051723255,-0.018339581,0.004,0.008,1,,,,
Dact3,0.00634359,-0.018341764,0.009,0.019,1,,,,
Tmed4,0.489284053,-0.01835022,0.901,0.886,1,,,,
Ripor1,0.063726257,-0.018364025,0.04,0.053,1,,,,
Pdzk1ip1,0.000948007,-0.01839404,0.002,0.01,1,,,,
Abcf3,0.083356895,-0.018394655,0.083,0.101,1,,,,
Pbx4,0.01132532,-0.018397689,0.011,0.021,1,,,,
Slc22a18,0.010201272,-0.018399477,0.013,0.024,1,,,,
Dusp28,0.008960235,-0.018401243,0.014,0.026,1,,,,
Klhl13,0.046689068,-0.018401243,0.018,0.027,1,,,,
Lcmt2,0.160978296,-0.018409742,0.029,0.037,1,,,,
BC005624,0.056633736,-0.018421041,0.97,0.979,1,,,,
Arsb,0.256299832,-0.018425246,0.057,0.066,1,,,,
Mlycd,0.108713316,-0.018430949,0.064,0.078,1,,,,
Wiz,0.038789826,-0.018436398,0.072,0.091,1,,,,
Azgp1,0.014978171,-0.018451952,0.007,0.015,1,,,,
Wdtc1,0.208329062,-0.018455949,0.102,0.116,1,,,,
Nr2f1,0.088253052,-0.018456229,0.02,0.028,1,,,,
Nop14,0.16780683,-0.018513069,0.977,0.981,1,,,,
Zfp646,0.146381745,-0.018525303,0.058,0.07,1,,,,
Soga1,0.054331386,-0.018534291,0.067,0.084,1,,,,
Tm2d2,0.070116593,-0.018535054,0.955,0.958,1,,,,
Gm46447,0.002622645,-0.018561992,0.001,0.007,1,,,,
Adamts20,0.000678483,-0.01856417,0.011,0.026,1,,,,
Hspe1-rs1,0.007550833,-0.018564877,0.015,0.027,1,,,,
Tspan12,0.059057731,-0.018566265,0.022,0.032,1,,,,
Dhx58os,0.052047126,-0.018618519,0.004,0.008,1,,,,
Fndc9,0.037750876,-0.018619237,0.009,0.017,1,,,,
Zfp629,0.159409457,-0.018619589,0.018,0.025,1,,,,
Fam149a,0.161427684,-0.018619937,0.022,0.029,1,,,,
Degs2,0.2232496,-0.018620281,0.018,0.023,1,,,,
4930453N24Rik,0.093035942,-0.018621449,0.876,0.894,1,,,,
Mlh3,0.523251987,-0.018621934,0.033,0.037,1,,,,
Tubgcp5,0.372820481,-0.018674093,0.064,0.071,1,,,,
Sumf1,0.998339464,-0.018674093,0.451,0.445,1,,,,
Zbtb48,0.11035545,-0.01872839,0.016,0.023,1,,,,
Gm11639,0.00190524,-0.018730185,0.001,0.006,1,,,,
Lxn,0.169097012,-0.01874563,0.961,0.965,1,,,,
Sympk,0.109590351,-0.018771586,0.945,0.958,1,,,,
Nr2c1,0.537095421,-0.018773586,0.058,0.062,1,,,,
Abca13,0.03074565,-0.018785322,0.003,0.008,1,,,,
Gm39302,0.032085522,-0.018786056,0.002,0.006,1,,,,
Cinp,0.003604333,-0.018809019,0.856,0.9,1,,,,
Zfand1,0.022606774,-0.018828494,0.04,0.056,1,,,,
Acsf3,0.109160859,-0.018831355,0.034,0.044,1,,,,
Mest,0.026044581,-0.018840613,0.007,0.014,1,,,,
Prorsd1,0.006596955,-0.018860621,0.301,0.352,1,,,,
Tysnd1,0.252067671,-0.018877133,0.049,0.057,1,,,,
2-Sep,0.383930412,-0.018877133,0.046,0.052,1,,,,
Pygo1,0.022614809,-0.018892833,0.016,0.027,1,,,,
Ccdc142os,0.01413879,-0.018897145,0.005,0.011,1,,,,
Slc27a4,0.040086583,-0.018921533,0.055,0.072,1,,,,
Fancg,0.27611123,-0.018950551,0.01,0.013,1,,,,
Ppfia2,0.004314409,-0.018954201,0.003,0.009,1,,,,
Gm38414,0.007749846,-0.018954201,0.002,0.007,1,,,,
Gnl3l,0.163157478,-0.018977574,0.049,0.059,1,,,,
Them4,0.165652653,-0.018988829,0.035,0.044,1,,,,
Troap,0.018217781,-0.018998866,0.018,0.029,1,,,,
Grid2,0.124341411,-0.019003063,0.013,0.019,1,,,,
Gm14403,0.006029096,-0.019005202,0.01,0.02,1,,,,
Nsun3,0.190243162,-0.019017318,0.057,0.067,1,,,,
Zfp445,0.096385464,-0.019049886,0.785,0.817,1,,,,
Ankrd23,0.005902031,-0.019062161,0.007,0.016,1,,,,
Mrpl30,0.001996786,-0.019071705,1,0.999,1,,,,
Eya3,0.850286991,-0.019083047,0.166,0.168,1,,,,
Mfsd4a,0.155606076,-0.019087118,0.036,0.045,1,,,,
Ubox5,0.031853785,-0.019100076,0.026,0.038,1,,,,
Bhlhb9,0.034996438,-0.019108248,0.02,0.031,1,,,,
Smarcc2,0.28534403,-0.019108248,0.197,0.213,1,,,,
Synj2bp,0.010156396,-0.019127475,0.969,0.974,1,,,,
Gng5,0.01419322,-0.019138298,1,0.999,1,,,,
Aimp2,0.157456182,-0.019149455,0.919,0.929,1,,,,
Cyp39a1,0.029819128,-0.019158499,0.024,0.036,1,,,,
Mlst8,0.047208138,-0.019158499,0.02,0.03,1,,,,
E230013L22Rik,0.281493201,-0.01921131,0.016,0.02,1,,,,
Riox2,0.220378178,-0.01921286,0.062,0.072,1,,,,
Dclk2,0.27759532,-0.019214008,0.893,0.898,1,,,,
Wipf3,0.005268405,-0.019214732,0.02,0.034,1,,,,
Sirt5,0.093339351,-0.019214732,0.023,0.032,1,,,,
Oscp1,0.058131733,-0.01922171,0.015,0.023,1,,,,
Rasgrp3,0.038500136,-0.019225266,0.925,0.939,1,,,,
Ints3,0.072623791,-0.019231908,0.093,0.112,1,,,,
Bcs1l,0.105396991,-0.019260219,0.028,0.037,1,,,,
Mastl,0.256974668,-0.019267673,0.022,0.028,1,,,,
Xlr3b,0.018945838,-0.019275319,0.017,0.028,1,,,,
Glp2r,0.213667217,-0.019281842,0.035,0.043,1,,,,
Chmp1a,0.049352192,-0.01928836,0.961,0.973,1,,,,
2410002F23Rik,0.496155171,-0.019289184,0.044,0.049,1,,,,
Slc12a4,0.230047883,-0.019297879,0.069,0.08,1,,,,
Pglyrp1,0.485793178,-0.019300535,0.021,0.025,1,,,,
Sprtn,0.083831867,-0.019312313,0.027,0.036,1,,,,
Arv1,0.020920091,-0.019316338,0.024,0.037,1,,,,
Ttc8,0.127951186,-0.019320414,0.023,0.031,1,,,,
Eno1,0.001389918,-0.019326135,1,1,1,,,,
Phlpp2,0.108117869,-0.019329928,0.076,0.091,1,,,,
Abat,0.006147171,-0.019337249,0.012,0.023,1,,,,
Ccdc106,0.037831979,-0.019337249,0.007,0.014,1,,,,
Gpr37,0.096414782,-0.019364213,0.029,0.039,1,,,,
Aldh1l1,0.301804024,-0.019377412,0.023,0.028,1,,,,
Kif5a,0.016117521,-0.019400568,0.002,0.007,1,,,,
Tha1,0.395548876,-0.019411318,0.032,0.037,1,,,,
Pex19,0.568392716,-0.019432367,0.278,0.285,1,,,,
Lgals1,2.65E-05,-0.019462569,1,1,0.586231373,,,,
Smtn,0.095191018,-0.01947745,0.025,0.034,1,,,,
Snrpd1,0.001021015,-0.01948311,1,1,1,,,,
Gm10353,0.01751547,-0.019503626,0.007,0.014,1,,,,
Gm14322,0.001250768,-0.019509067,0.006,0.016,1,,,,
Cenpu,0.095027649,-0.019581164,0.025,0.034,1,,,,
Fam92a,0.0433044,-0.019583845,0.903,0.917,1,,,,
2510046G10Rik,0.007921905,-0.019598602,0.016,0.029,1,,,,
Clec18a,0.032217571,-0.019622923,0.002,0.006,1,,,,
Ccdc127,0.910941852,-0.019651125,0.876,0.859,1,,,,
Gm16310,0.051856241,-0.019657414,0.011,0.019,1,,,,
Zic5,0.017044107,-0.019663785,0.014,0.025,1,,,,
Habp4,0.132904157,-0.019665475,0.037,0.046,1,,,,
Kif24,0.056724269,-0.019677818,0.027,0.038,1,,,,
Pde10a,0.568845078,-0.019696919,0.987,0.986,1,,,,
1110019D14Rik,0.176251099,-0.01970312,0.043,0.052,1,,,,
Pex6,0.178702661,-0.019725725,0.074,0.087,1,,,,
Nt5c,0.273394159,-0.019742214,0.982,0.981,1,,,,
Tedc1,0.087061511,-0.019755574,0.019,0.027,1,,,,
Alg2,0.160624004,-0.019759196,0.041,0.051,1,,,,
Rhot2,0.476856418,-0.019762509,0.057,0.062,1,,,,
Dxo,0.362875854,-0.019768892,0.054,0.061,1,,,,
Tubg2,0.0798351,-0.019769534,0.015,0.023,1,,,,
Slc9a3r2,0.005923498,-0.019783859,0.007,0.016,1,,,,
BC024978,0.069919438,-0.01980034,0.021,0.03,1,,,,
Usp48,0.908397335,-0.0198068,0.694,0.689,1,,,,
Cops4,0.126927946,-0.019813946,0.979,0.98,1,,,,
Ddx3y,0.072343909,-0.019837088,0.028,0.039,1,,,,
Kbtbd8,0.117367797,-0.019837088,0.008,0.013,1,,,,
Antxr2,0.198745988,-0.019839843,0.341,0.318,1,,,,
Zfp523,0.199057009,-0.019865483,0.035,0.044,1,,,,
Fam229b,0.012490605,-0.019882243,0.012,0.023,1,,,,
5730507C01Rik,0.001579116,-0.019890112,0.012,0.025,1,,,,
Phactr1,0.254851256,-0.019895299,0.035,0.042,1,,,,
Tax1bp3,0.602265161,-0.019908115,0.958,0.963,1,,,,
Mtg1,0.064584139,-0.01993034,0.036,0.048,1,,,,
Stum,0.38284371,-0.019959644,0.002,0.003,1,,,,
Dhrs13,0.042950013,-0.019970315,0.021,0.031,1,,,,
Eif5a2,0.01528082,-0.019987027,0.013,0.023,1,,,,
D330023K18Rik,0.047624405,-0.019988382,0.027,0.038,1,,,,
Ddx46,0.000977081,-0.019990573,0.986,0.983,1,,,,
Gchfr,2.17E-06,-0.020012918,0.004,0.019,0.047921094,,,,
Slc6a12,0.00019027,-0.020021777,0,0.007,1,,,,
Zfp251,0.17457394,-0.020038443,0.036,0.045,1,,,,
Slc25a44,0.08919296,-0.020075495,0.069,0.084,1,,,,
Shroom4,0.034131366,-0.020109446,0.011,0.019,1,,,,
Arhgap42,0.088219625,-0.020124119,0.026,0.036,1,,,,
Tead2,0.314212657,-0.020133354,0.024,0.029,1,,,,
Gm14221,0.024936379,-0.020142707,0.014,0.024,1,,,,
Snhg7os,0.006806101,-0.020161777,0.011,0.022,1,,,,
Fdxr,0.002520686,-0.020184233,0.069,0.097,1,,,,
Ppp1r18,0.319315091,-0.020238607,0.295,0.312,1,,,,
Susd3,0.525148907,-0.020252045,0.108,0.113,1,,,,
Rundc3b,0.080858613,-0.020255607,0.016,0.024,1,,,,
Pcolce,0.001580958,-0.020266179,0.952,0.964,1,,,,
Gm16685,0.929037232,-0.020266179,0.014,0.015,1,,,,
Pcgf3,0.509220002,-0.020285143,0.077,0.083,1,,,,
Rfx1,0.264253884,-0.020285416,0.064,0.073,1,,,,
Zdhhc15,0.026272066,-0.020286696,0.009,0.017,1,,,,
Fam32a,0.12827234,-0.020291089,0.982,0.981,1,,,,
Hexim2,0.017929185,-0.020296618,0.019,0.031,1,,,,
Gm40323,0.169270735,-0.020307025,0.014,0.02,1,,,,
B230219D22Rik,0.05485166,-0.020310918,0.984,0.989,1,,,,
Spa17,0.033614743,-0.020336957,0.025,0.036,1,,,,
Fastkd5,0.087211922,-0.020339062,0.007,0.013,1,,,,
Wdr12,0.02605072,-0.020352874,0.904,0.928,1,,,,
Six1,0.02568777,-0.020391225,0.011,0.019,1,,,,
Ip6k3,0.048404764,-0.020391225,0.008,0.015,1,,,,
Crppa,0.058604863,-0.020394287,0.037,0.05,1,,,,
Gm15964,0.598477101,-0.020411234,0.034,0.037,1,,,,
Ptprj,0.951240958,-0.020411689,1,0.999,1,,,,
Zhx1,0.104051242,-0.020447927,0.097,0.115,1,,,,
Iqcc,0.14920547,-0.020448792,0.023,0.031,1,,,,
Gm4131,0.135730767,-0.020454786,0.004,0.007,1,,,,
Gm11210,0.063641726,-0.02046654,0.002,0.005,1,,,,
Foxp2,0.084533532,-0.020471573,0.018,0.026,1,,,,
Gm14321,0.523191524,-0.020487664,0.017,0.019,1,,,,
Dgat2,0.338078458,-0.020506863,0.035,0.041,1,,,,
Nectin4,0.841178325,-0.020514434,0.027,0.028,1,,,,
Prx,0.058166039,-0.020518936,0.003,0.007,1,,,,
Serpinf2,0.338301295,-0.020518936,0.002,0.004,1,,,,
Pcdh9,0.071773469,-0.020534435,0.016,0.023,1,,,,
Frzb,0.029405826,-0.020546508,0.014,0.023,1,,,,
Pecam1,0.843255345,-0.020600311,0.098,0.1,1,,,,
Add1,0.091688277,-0.020623263,0.95,0.958,1,,,,
Bri3bp,0.263251349,-0.020661046,0.901,0.907,1,,,,
Fcrl5,0.031646833,-0.020661885,0.003,0.007,1,,,,
Mapre3,0.328254597,-0.02067289,0.042,0.049,1,,,,
Ro60,0.3339346,-0.020708207,0.052,0.059,1,,,,
Vsig10l,0.11876147,-0.020713161,0.008,0.013,1,,,,
Dctn4,0.143343335,-0.020719019,0.957,0.968,1,,,,
Bap1,0.312693955,-0.02074064,0.062,0.07,1,,,,
Fam171a1,0.02313422,-0.020787774,0.021,0.032,1,,,,
Bambi,0.014459621,-0.020797265,0.023,0.036,1,,,,
Dnaic2,0.005831984,-0.02081512,0.012,0.023,1,,,,
Mast1,0.135642683,-0.020843184,0.004,0.007,1,,,,
A430005L14Rik,0.149905267,-0.020843184,0.166,0.185,1,,,,
Igfbp4,2.53E-05,-0.020845556,0.97,0.975,0.559633879,,,,
Hddc3,0.237290546,-0.020865807,0.015,0.02,1,,,,
Ube2g2,0.253978598,-0.02086942,0.124,0.137,1,,,,
Gm49417,0.070835384,-0.020873774,0.017,0.026,1,,,,
Adk,0.144978306,-0.020912337,0.822,0.836,1,,,,
Klhdc2,0.027772095,-0.020942284,0.99,0.987,1,,,,
Smarce1,0.00116522,-0.020971314,0.991,0.991,1,,,,
Fcsk,0.020995806,-0.02098701,0.02,0.032,1,,,,
B4galt2,0.020262007,-0.020996473,0.008,0.016,1,,,,
Rhoj,0.548764245,-0.021000343,0.973,0.97,1,,,,
Gm36198,0.35418166,-0.021002409,0.045,0.052,1,,,,
Mrm2,0.111153051,-0.021026101,0.035,0.046,1,,,,
Tapbp,0.54627791,-0.021055434,0.812,0.808,1,,,,
Slc41a3,0.436311628,-0.021059314,0.037,0.042,1,,,,
Fancd2,0.024649085,-0.021088822,0.025,0.037,1,,,,
Atpsckmt,0.004161361,-0.02109285,0.085,0.115,1,,,,
Dele1,0.044324483,-0.021095062,0.049,0.064,1,,,,
Slc35c2,0.002907781,-0.021109536,0.218,0.267,1,,,,
