pathway	pval	padj	log2err	ES	NES	size	leadingEdge
REACTOME_VESICLE_MEDIATED_TRANSPORT	0.908536585365854	0.929260503827666	0.0267456741432593	0.0340302593002172	0.614548336491439	354	Hp Ctsz Apoe Vamp8 Igf2r Nedd8 Tubb4b Vti1a Tuba4a Rab32 Rab10 Actb Trappc2l Sptan1 Gabarap Dynll2 Mvb12b Tuba1a Stab1 Agpat3 Cpd Dynll1 Arrb2 Epn1 Hspa8 Mvb12a Dync1i2 Trappc1 Chmp3 Rab8a Vps28 Ap2s1 Use1 Dctn2 Arpc4 Cops5 Ap1s2 Ap1s1 Dctn1 Gm11808 Sec13 Tfrc Cops6 Copz1 Trappc3 Ap2a1 Ldlr Capzb Dctn3 Fnbp1l Kifap3 Kdelr1 Tpd52l1 Uba52 Rab27a Optn M6pr Gns Rab5c Rab1b Ap1m1 Trappc5 Sptbn1 Clta Copb2 Kif21a Vps36 Bicd2 Cnih1 Gps1 Rab38 Lman1 Napg Tsg101 Scoc Tubb3 Tuba1b Chmp6 Grk2 Cope Rab14 Map1lc3b Akt2 Akt1 Sbf1 Dctn5 Tbc1d13 Dctn4 Cops3 Arf1 Galnt2 Surf4 Cyth2 Copz2 Hps1 Ldlrap1 Rab3ip Klc4 Rab5b Cops4 Gabarapl2 Snf8 Sbf2 Ankrd28 Aak1 Cops7a Hgs Dennd6a Dennd2a Copg1 Kif16b Kif3a Acbd3 Sparc Sort1 Dync1h1 Itsn1 Actr10 Tbc1d10a Rab18 Trappc6b Tmf1 Tor1b Kif3b Necap2 Cog4 Sys1 Cog8 Stx5a Vps4a Vps52 Galnt1 Snapin Ccz1 Bet1 Tmed9 Dennd5b Arpc2 Arpc3 Rabgap1 Rab13 Dctn6 Bloc1s6 Rabepk Tbc1d20 Scarb1 Klc1 Chmp2b Hps4 Actr1a Vps53 Ppp6r1 Kif5b Ywhae Calr Arfgap2 Tbc1d10b Rab35 Rab11a Pafah1b2 Ap2m1 Gcc2 Ap2b1 Ap4s1 Trappc10 Sec16a Stx16 Golga2 Fnbp1 Cltb Kif13b Tuba1c Cltc Plin3 Cops8 Dnase2a Trappc9 Trappc6a Trappc4 Arf3 Arfrp1 Cog2 Kif21b Stam Trappc12 Preb Sh3gl1 Arpc1a Copg2 Cog5 Napa Tgoln1 Bet1l Rab3gap1 Sar1b Copb1 Chmp5 Arl1 Kif2a Tmed2 Rab7 Ubb Gbf1 Synj1 Tfg Trip11 Stx6 Cyth3 Grb2 Tmed10 Dync1li1 Dync1li2 Arcn1 Pafah1b3 Cops2 Ap2a2 Copa Ppp6c Mcfd2 Pip5k1c Ocrl Sec31a Ykt6 Arpc5
REACTOME_VISUAL_PHOTOTRANSDUCTION	0.0547135734063318	0.147792568165055	0.321775918075361	0.286855843397038	1.6213826052459	23	Apoc2 Apoe Nmt1 Calm3 Sdc1 Metap2 Lrp10 Myo7a Gnb1
RIZ_ERYTHROID_DIFFERENTIATION	0.408740359897172	0.561266383734882	0.105125131597001	-0.119467988514029	-1.04920830063464	50	Sp3 Rab2a Pou2f1 Hnrnpdl Id1 Rab1a Max Cenpa Fosl2 Clock Hmgn2 Pias2 Cenpc1 Blm Atf1 Ccnc Cdkn2d Stat1 Elf4 Mafg Nfix Ankfy1 Nfyb Ybx3 Nfyc Stat5b Rab7 Ankrd49 Ezh2 Dhx9 Smarce1 Mcm3 Pola1 Pbx2 Mcm2 Zbtb17 C1d Dnmt1 Mcm7
RIZ_ERYTHROID_DIFFERENTIATION_CCNE1	0.202469135802469	0.357429765723729	0.153158808683073	-0.20170028132248	-1.25946299016547	26	Sp3 Rab2a Hnrnpdl Id1 Cenpa Irf8 Fosl2 Eif4a2 Srsf2 Hmgn2 Pias2 Atf1 Cdkn2d
RUAN_RESPONSE_TO_TNF_DN	0.325062034739454	0.487639952992193	0.11776578836269	-0.170472845793618	-1.10083484664808	28	Dhrs3 Pparg Lpl Rgs2 Hipk2 Ap3s1 Cebpa Tpp2 Selenbp1 Cebpg Nrip1 Esyt1 Itga6 Rnf11
SAFFORD_T_LYMPHOCYTE_ANERGY	0.0238533240823775	0.0862566977301458	0.352487857583619	-0.213496284190565	-1.63920846466551	39	Srgn Lilrb4a Furin Pfkp Egr2 Jarid2 Fyn Etv6 Ndrg1 Casp4 Fbxo34 Dusp6 Stx11 Hspa1a Adora2b Slc29a3 Gch1 Socs4 Rnf19a Zfp36l1 Foxp1 Myo1c Actn4
SANSOM_APC_MYC_TARGETS	0.120056497175141	0.254892676767677	0.150169802128406	0.120872545087256	1.40078955426226	119	Sema4d Rassf4 Mif Sdc1 Hsp90ab1 Nfic Akt1s1 Slc35b2 Nfkb2 Tfrc Tm9sf3 Dag1 Pmf1 Phgdh Ntmt1 Otub1 Arhgef12 Bcas3 Gtf2i Nhp2 Commd9 Pmm1 Ubald1 Smarcc1 Rad23a Cited1 Nme1 Ptprs Nubp2 Txlna Zfp444 Sox4 Impdh2 Ndst1 Tmem141 Ywhag Trp53 Nfkbil1 Ints1 Prpf19 Pip5k1a 1700037H04Rik Mcm7 Snrpf Eif4g1 Tkt Rrp9 Pxn Gtf3c1 Cinp Mybbp1a Eif2ak3 Trmt6 Dkc1 Mcm3 Tfip11 Nsd1 Siva1 Ing4 Pabpc4 Ddx49 Fhod1 Exosc1 Trappc6a Atic Mettl1 Pias4 Vars Wipi2 Hira Impact Rbks Sfswap Cct4 Bcl7c Mdn1 Ctdsp2 Slc6a6 Ube2k Arfgef1 Colgalt1 Vezt Ado Ldah Ccnd1 Sf3b5 Zfp64
SANSOM_APC_TARGETS	0.137658227848101	0.278546702920075	0.148261500475107	0.150536958513188	1.31545889529935	63	Lrmda Rnf149 Rassf4 Snw1 Ccnd2 Zfhx3 Tpd52l1 Cdc37 Pmm1 Soat1 Eif5b Emc8 Myo1b Cited1 Ggh Nt5c3b Mri1 Mad1l1 Sox4 Acp1 Abce1 Slc7a5 Snhg12 Dusp4 Cbwd1 Pla2g15 Txnl1 Rnf157 Zfp746 2410006H16Rik Tyms Igfbp4 Cdk5rap2 Tfip11 Siva1 Psat1 Fam20b Hira Elp1 Brd8 Carnmt1 Cct4
SANSOM_APC_TARGETS_REQUIRE_MYC	1.81632134012259e-05	0.000593711214014045	0.575610261071129	0.263697351644479	2.68865351269679	91	Lrmda Map4k4 Rassf4 Snrpg Mbd3 Rnaseh2c Slco3a1 Slc35b2 Knop1 Nfkb2 Cct7 Ppp1r14b Pmf1 Phgdh Ntmt1 Arhgef12 Ptov1 Nhp2 Pmm1 Emc8 Pcbp4 Ercc1 Smarcc1 Rad23a Cited1 Nme1 Gipc1 Pdxk Bod1l Ddah1 Hes6 Zfp444 Sox4 Tmem141 Aqr Rnaseh2a Trp53 Polr1a Farsb Tmpo Rnf157 Mcm7 Snrpf Rcc2 Rrp9 Dtymk Cinp Mybbp1a Mcm3 Drg2 Srd5a3 Nop56 Srm Tfip11 Siva1 Tfpt Pabpc4 Myef2 Ddx49 Fhod1 Exosc1 Aar2 Nasp Ppan Mettl1 Vars Hira Cdk4 Sfswap Cct4 Fbl Mdn1 Nolc1 Nceh1
SANSOM_APC_TARGETS_UP	0.633333333333333	0.73419510513616	0.0797705918628453	-0.0981488214023681	-0.870125231658309	51	Trib1 Rgcc Cd44 Tubb2a Impa2 Egr1 Tiam1 Glul Ergic1 Tnfrsf12a Tlr7 Tgfbr2 Rnase4 Bcas2 Gm20559 Atl3 Npc1 Wdfy1 Ccdc86 Tmem131l Tcof1 Hnrnpa1 Golga3 Uri1 Slc39a14 Psat1 Ints7 Mcm6 Mcm3 Igfbp4 Tgif1 Dtymk Mcm2 Zfp746 Mcm7 Qser1 Psmg2 Impdh2 Sox4 Mad1l1 Mri1 Parp1 Hes6 Ets2 Ggh Cited1
SANSOM_WNT_PATHWAY_REQUIRE_MYC	0.242582897033159	0.399905040550252	0.11378726182188	0.230401810209227	1.20153999810088	20	Mmp14 Id3 Ruvbl1 Cited1 Parp1 Sox4 E2f1 Actl6a Mtap Trp53
SARTIPY_NORMAL_AT_INSULIN_RESISTANCE_UP	0.0174986712996166	0.0704581899026216	0.352487857583619	-0.332678017400474	-1.75615383216904	19	Ccl2 Ccl7 Bhlhe40 Phlda1 Tubb6 Ier2 Slc2a1 Tubb2a Dusp6 B3gnt2
SAUL_SEN_MAYO	0.00263883087059217	0.0179280570056596	0.431707695803346	0.26232420997448	2.08981503399183	52	Mmp14 Ccl5 Gmfg C3 Cxcl16 Ptges Tnfrsf1b Timp2 Il1b Ctsb Mif Il10 Fas Ccl3 Ctnnb1 Icam1 Bex3 Hmgb1
SCHAEFFER_PROSTATE_DEVELOPMENT_12HR_DN	0.0544969523347775	0.147792568165055	0.321775918075361	0.33063716556941	1.59086101241087	17	Tuba4a Sumo3 Syt4 Hspa8 Tubb3 Tuba1b Stmn1 Chd3 Klc1 Igfbp4 Rasa3 Prmt1 Inhba
SCHAEFFER_PROSTATE_DEVELOPMENT_12HR_UP	0.00121066076678606	0.00990213807102819	0.45505986738723	-0.29409578775266	-2.31248714539464	41	Gadd45g Klf9 Fndc3b Bcl6 Rgs2 Egln3 Errfi1 Neat1 Ncoa1 Ahnak Maff Slc2a1 Pdgfc Pla2g4a Glul Calcrl Lamp2 Arl6ip5 Pgk1 Fkbp5 Hspa1a
SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_DN	0.00859272560384696	0.0428108684529442	0.380730400722792	-0.12848897048055	-1.79715936682613	129	Dab2 Thbs1 Atp2b1 Rbpj Xist Fam107b Jund Arl4c Bmp2k Nedd9 Irf1 Creb5 Ahr Lgmn Med13l Egln3 Bach2 Prr5l Sertad2 Runx1 Arhgap25 Ppp1r3b Tcf4 Stxbp6 Ndrg1 Sh3kbp1 Rab7b Filip1l Tent5a Fem1b Zfp704 Ubash3b Cd83 Lmna C9orf72 Hspa1a Pten Tsix Rybp Igf1 Hivep2 Sh3pxd2b 1700017B05Rik Gas2l3 Foxj3 Prkd3 Hdac4 Tgfbi Kdm5c Lonrf1 Zswim6 Eif2s3x
SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_UP	0.0241590575467834	0.0870813617683095	0.352487857583619	-0.114239364229439	-1.62168786669328	131	Anxa1 Aff1 Tiparp Plac8 Gadd45g Mafb Klf9 Anxa3 Dhrs3 Smox Hdac9 Rgs2 4930523C07Rik Ly6a Coro2a Nfkbia Errfi1 Cd24a Tsc22d3 Pdgfc Pias1 Xpr1 Batf3 Napsa Manf H2-T23 Pla2g4a Glul Ahcyl2 Dusp6 Id1 Calcrl Nampt Cited2 Myof Lamp2 Tspan13 Gsn Fkbp5 Ergic1 Ssr3 Chp1 Usp6nl Id2 Card19 Dram2 Sec11c Sgk1 Nrip1 Erp44 Map3k5 Crybg1 Emb Kcnn4
SCHAEFFER_PROSTATE_DEVELOPMENT_6HR_DN	0.320049813200498	0.481578309527193	0.0776798560117236	0.0660410954929323	1.11694535890458	290	Ptms Grn Timp2 Ptprj St13 Ubap2l Glmp Dynll2 Shtn1 Fkbp4 Gnai2 Cuta Hmg20b Id3 Hspa8 Snw1 Chd4 Adam17 Clptm1 Pfn1 Sf3b2 Ppp1ca Pkp4 2510009E07Rik Arpc4 Aff3 Cnpy2 Zfhx3 Tnrc6a Kdm6b Adipor1 Prr13 Zmynd8 Sin3b Klhdc10 Rsrc1 Rest Pkm Rangap1 Orai3 Ptov1 Aamp Nfia Sptbn1 Rrp1 Psmc4 Ier3ip1 Nedd4 Ubfd1 Arhgdia Vps36 Thrap3 Nucks1 Maged1 B230219D22Rik Rad23a Myo1b Zfp664 Cald1 Dpysl2 Gipc1 Ppp1r37 Shkbp1 Pikfyve Mboat2 Hcfc1r1 Gon4l Dctn4 Hmgcr Psmd2 Dnajc2 Gspt1 Txlna Itgb5 Aph1a Pfdn2 Rbfox2 Cdk2 Snrpd3 Dek Cnn2 Tnrc6b Ctbp1 Ablim1 Ets1 Scand1 Fgfr1op2 Hypk Pabpn1 Med25 Ankhd1 Psmd12 Prkcsh Hgs Leprotl1 Sympk Trp53 Mydgf Psmb2 Cdc37l1 Arhgef2 Set Oard1 Ccni Map7d1 Morf4l1 Trim8 Tbc1d10a Cd2bp2 Dnmt1 Snrpf Eif4b Dhx29 Canx Elavl1 Pphln1 Noc2l Cbx4 Rcor1 Lima1 Fryl Ppil1 Mybbp1a Dazap1 Ptgr1 Ilf3 Zhx1 Sinhcaf Nr4a2 Rfwd3 Wasf2 Ywhae Calr Smarca2 Ciao2a Cdk5rap2 Phkg2 Uxs1 Chd9 Inhba Gcc2 Ing4 Pdzd8 Rwdd4a Rc3h2 Ppp2r5e Nudt3 Dhx36 Eif3j1 Nufip2 Dgcr2 Cltc Plin3
SCHAEFFER_PROSTATE_DEVELOPMENT_6HR_UP	0.442577030812325	0.587830392820635	0.105520936843198	-0.0949082236836107	-1.00143829895316	72	Klf9 Sdcbp Ifrd1 Ndfip2 Casp4 Lemd3 Hnrnpdl Usp16 Ssr1 Sp110 Hnrnpll Slc38a9 Cast Gbe1 Eif2ak2 Sppl2a Atp6ap2 Pten Pdcd10 Prkd3 Slc35b3 Smg7 Pias2 Syncrip Ms4a6b Spopl Sesn1 Rnf11 P4ha2 Sbds Myo1c Ramac Smurf2 Ric8a Paip1 Gfpt1 Flvcr1 Trem2
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX4_DN	0.524173027989822	0.650717568523356	0.0897104652742981	-0.139099037138927	-0.924129034587941	30	Ier2 Hnrnpc Manf Ssr1 Bclaf1 Eif2ak2 Elovl5 Nrip1 Sfpq Lrpap1 Srsf9 Eif3a Tmed2 Tob2 Psmc6 Gcc2 Prpf40a Chd9 Smarca2 Pphln1 Canx Cdc37l1 Sympk Tnrc6b Zfp664 Myo1b Vps36 Ier3ip1 Nfia Rest
SCHAEFFER_SOX9_TARGETS_IN_PROSTATE_DEVELOPMENT_DN	0.829396325459318	0.877125736641411	0.0672065093710464	-0.107257089611087	-0.727127877673893	32	Basp1 Nav1 Tcf4 Ankrd11 Olfm1 Tiam1 Ywhaz Igf1 Pum1 Ddx6 Cdc27 Klf3 Phf6 Nfix Smarca5 Eif3a Rassf2 Nasp Rrm2 Nudt3 Inhba Elavl1 Trim8 Ets1 Sox4 Cdk2 Rbfox2 Stmn1
SCHLINGEMANN_SKIN_CARCINOGENESIS_TPA_UP	0.584026622296173	0.698712746631814	0.0621124188949471	0.1534705471174	0.877393523114644	24	Slpi Edf1 S100a8 Anxa6 Mt2 Pdpn Mt1 Nme1
SEKI_INFLAMMATORY_RESPONSE_LPS_UP	0.00313394470481419	0.0201905288166477	0.431707695803346	-0.248555822817976	-2.16967179924582	49	Ccl2 Ccl7 Btg1 Cxcl3 Plk2 Cd44 Egr2 Rel Gbp2 Cxcl2 Nfkbia Rsad2 Nfkbiz Maff Casp4 Gbp3 Egr1 Ifi47 Ripk2 Ptpre
SERVITJA_ISLET_HNF1A_TARGETS_DN	0.466512702078522	0.606686890512493	0.0908241419007155	-0.189772689680347	-0.978953003943929	18	Pfkp Atp7a Igf1r Glul Anxa4 Etv5 Pgk1
SERVITJA_ISLET_HNF1A_TARGETS_UP	4.00276512726293e-05	0.00112177492691544	0.557332238758646	0.303942276447769	2.63353886277887	62	Lyz2 Mmp14 Blvrb Apoe Tnfaip2 Cyba Arhgdib Timp2 Sdc1 Ass1 C1qc Aebp1 Slc15a3 Plxnd1 C1qb Smad3 Meis2 Itgb2 Snca Ifitm3 Serpinh1 Rest H2-D1 Dclk1 Rab38 Parp3 Msn Sparcl1 Capg Galk1 Cnn2 Hps1
SERVITJA_LIVER_HNF1A_TARGETS_DN	0.121447028423773	0.255722792005549	0.206587922696891	-0.203351552905508	-1.36067689666005	31	Il13ra1 Camk1d Arhgap26 Ctsc Chka Pdgfc Egr1 Ifi47 Pla2g4a Slc41a2 Igf1 Prkd3 Ppard Spsb4 Il1rap
SERVITJA_LIVER_HNF1A_TARGETS_UP	0.0402060209592851	0.121813377014483	0.321775918075361	0.221982372025692	1.67095604388962	45	Slpi Pltp Map4k4 Igf2r Por Gsta1 Fabp4 Rab34 Gsta2 Cdc42ep5 Gstm2 Scd2 Rab27a Sorbs1 Asns Sparcl1 Gstt2 Galk1 Stmn1
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM1	0.435714285714286	0.583555214200375	0.0689567351672811	0.0885013232319929	1.00875825207156	115	Ikbke Sh3bgrl3 Hexa Vasp Tubb4b Spic Slc48a1 Reep5 Gusb Dpp7 Dynll1 Igsf8 Hnrnpab Psmc1 Sirpa Enpp2 Slc6a8 Tfrc Snca Krtcap2 Phgdh Ctps2 Abhd5 Avpi1 Cd151
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM2	0.383928571428571	0.545480264349086	0.0774767547848578	0.108099285774466	1.04702599655598	77	Map4k4 Il1rn Uap1l1 Nenf Vamp5 Dynll1 Xylt2 Sirpa Rab34 Pttg1 Abcc5 Tpm1 Scd2 Abhd5 Tanc1 Pfkfb3 Fkbp11 Unc119 Scn8a Akr1b3 Chmp6 Rtkn Tceal9 Myadm Nap1l1 Qser1 Acbd3 Sparc Plscr1 Dnajc10 Cd14 Mcm2 Lgals1 Stt3a Tceal8 Eif2ak3 Ptgr1 Tax1bp3 Ddit3 Twf2 Cd93 Rrm2 Upp1 Pofut2 Cystm1 Ier3 Snhg1
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM3	0.0227451544959821	0.0838727572039341	0.352487857583619	0.277583213419719	1.78173092335885	31	Slpi Lcn2 Fabp5 Nupr1 Aebp1 Fabp4 Mki67 Bex3 Tpm1 Phgdh Scd2 Gyg
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM4	0.556756756756757	0.679873991638698	0.0897104652742981	-0.0957045050196567	-0.923582890351859	61	Fcgr2b Ccr5 Rnf19b Dleu2 Dennd1a Ptpro Arhgap6 Got1 Rnasel Calcrl Mkrn1 Plxnc1 Lamp2 Prkag2 Kif1b Igf1 Tbc1d8 Clock Tgfbi Il1rap Safb2 Zeb2 Celf2 Socs7 Gch1
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM5	0.0289979900247875	0.0967462702910322	0.352487857583619	-0.251516966035474	-1.57052983785342	26	Tlr4 Rhoh Glipr2 Runx1 Igf1r Rab3il1 Mitf Fgd4 Srsf2 Syncrip Zbtb21 Jag1 Cd40 Pkib Ip6k1
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM6	0.1280353200883	0.264811058706614	0.184706471207739	-0.268046285738811	-1.36776911882118	17	Tbc1d15 Pdlim5 Wee1 Socs3 Prcp Taf1d Usp9x Elk4 Creb1 Sike1 Usp12 Mknk2 Rrm2 Cd93
SHIN_B_CELL_LYMPHOMA_CLUSTER_3	0.175843694493783	0.324070861953329	0.138022242496643	0.275393596057017	1.30719798431017	16	Nfkb2 Cbx5 Fgr Cadm1 Nfkb1 Il18 Tgfb1 Maf Ccnd3
SHIN_B_CELL_LYMPHOMA_CLUSTER_8	0.23	0.388298192771084	0.143758989039275	-0.210511617004183	-1.20945246947457	23	Mafb Nfkbia Il15 Psen1 Il21r Mafk Smad7 Cd80 Lyn Itgam Gnas Stat1
STARK_HYPPOCAMPUS_22Q11_DELETION_UP	0.821882951653944	0.871646914667996	0.066132620475844	-0.107604133122436	-0.714887074026197	30	Aopep Fbxw11 Peak1 Dleu2 Atp6v0a1
STARK_PREFRONTAL_CORTEX_22Q11_DELETION_DN	1.00046409192103e-16	3.73840082347824e-14	1.05746357275086	0.285043545098866	4.67902524421474	267	Atox1 Prxl2b Tmem256 Atp6v1e1 Prdx1 Lamtor2 Elob Aldoa Pfdn5 Ddrgk1 St13 Nenf Cfdp1 Trappc2l Gde1 Selenoh Snrnp27 Dynlrb1 Tpi1 Cuedc2 Atp6v1d Tmem208 Pdcd5 Atp6ap1 Snrpd2 Sars Polr2j Dynll1 Trir Naa38 Elof1 Blvra Psmb6 Psmc1 Ppt1 Ppp1ca Naca Pfdn6 Eif3k Rtraf Fkbp3 Eif3f Cnpy2 Psmb3 Rab4b U2af1l4 Rrp7a Rit1 Nudc Pomp Cops6 Stip1 Med28 Hmox2 Znhit1 Aimp1 Bscl2 Eif6 Bcap31 Cct5 Denr Nifk Cacybp Strbp Psmc3 Cbx3 Adh5 Krtcap2 Arpc5l Mea1 Dgcr6 Mtln Coprs Tpd52l1 Ppp1r9a Tma7 Nagk Wdr82 Sirt2 Psmc4 Eif4g2 Gtf3a Wtap Ntan1 Nop10 Txn1 Cdk5 Smim4 Nme2 Dpm2 Vps35 Polr1c Akr1b3 Pop7 Cyhr1 Rad23a Tbc1d9b Commd8 Nars Nme1 Tubg1 Mettl26 Lamtor1 Tmem147 Ss18l2 Fkbp2 Smyd2 Eif3l Hcfc1r1 2310011J03Rik Jkamp Gins4 Cops3 Eif1 Sap18 Rabl6 Idh1 Usp39 Tcp1 Tmx2 Akr1a1 Pfdn2 Tceal9 Dek Ufc1 Emc2 Psmg2 Ufsp2 Txndc17 Scand1 Hypk Vps13a Bud31 Eif3h Cct3 Sec62 Scnm1 Incenp Ahsa1 Leprotl1 Eif2b4 1500011B03Rik Cbr1 Carm1 Ubac1 Thoc7 Psmb4 Pde6d Ifngr2 Ssr4 Eif2s1 Actr10 Smarcb1 Clns1a Elp5 Cpsf3 Cct2 Eloc Sumo1 Nono Mvd Pura Yaf2 Ddx56 Hspbp1
STARK_PREFRONTAL_CORTEX_22Q11_DELETION_UP	1.11124645498504e-06	6.92059597799018e-05	0.643551836150722	-0.235906853545713	-2.9684031016162	107	Aopep Fndc3a Atp2b1 Rbm39 Klf9 Mapre2 Pfkp Dleu2 Mycbp2 Snx18 Gsk3b Slc8a1 Rock1 Sp3 R3hdm1 Tcf4 Chka Mef2c Ankrd11 Olfm1 Atp8a1 Ogt Pik3r1 Igf1r Bin1 Gna13 Rbm25 Sntb2 Egln1 Far1 Wnk1 Eid1 Map3k2 Dgkd Trak1 Asap1 A330023F24Rik Plxnc1 Srsf11 Mir22hg Aftph Rictor Dnm2 Ski Smg7 Eps15 Atp1a3 Ttc7b Ralgapa1 Ttc14 Klhl24 Ubr2 Safb2 Usp7 Zeb2 Cpeb2 Brd1 Foxp1 Oip5os1 Lpin2 Arglu1 Tial1 Nfix Cbll1 Mia3 Rsf1 Smarca5 Lpgat1
STEARMAN_LUNG_CANCER_EARLY_VS_LATE_DN	0.000650030199398916	0.0069956850910934	0.477270815362862	0.333468428651529	2.25408724386516	36	Acp5 Lyz2 Lcn2 Ctsz Wfdc21 Ctsd Tle5 Mpeg1 Clec4a2 Cfl1 Ccl3 Pld3 Myo7a Rap2b
STEARMAN_LUNG_CANCER_EARLY_VS_LATE_UP	0.0369314023900596	0.114049867986933	0.321775918075361	-0.140932172083646	-1.62601104712801	90	Ext1 Hnrnpc Clk1 Pias1 Dpm1 Lims1 Mapk1 Ccnl2 Wdr26 Cast Ythdc1 Mindy1 Yipf5 Scarb2 Stx3 Klf13 Clock Smad4 Stxbp3 Pias2 Nrip1 Mdm4 Rasa1 Sppl3 Zfp871 Sf3b1 Etnk1 Apbb2 Kat2b Ddx3x Actn4 Eif1ax Osbpl11 Otud5 Hnrnph1 Rell1 Rrp1b Mthfr Ireb2 Antxr2 Tia1 Arhgap21 Mef2d Eif3m Pld1 Chd8 Upf3b Wdr48 Ube2v2 Ginm1 Lats2 Prmt1 Tug1 Kif5b Glg1 Gtf2e2 Nras Kmt2a Zfp639 Wdr81 Ifnar2 Arpc3 Cggbp1 Vps4a Ift20 Eloc Srsf1 Aplp2 Dnajc10 Pnn Thra Mocs2 Nfib Zfp131 Tprgl Ctcf Rcn1 Pgrmc1 Rnf6 Paip2 Jkamp Ptprs Ing1
STEARMAN_TUMOR_FIELD_EFFECT_UP	0.000167878024934374	0.00280882486494677	0.518848077743792	0.448183636680639	2.53324856089489	23	Acp5 Lyz2 Lcn2 Ctsz Wfdc21 Ctsd Mpeg1 Clec4a2 Sirpa Pld3 Myo7a
SWEET_LUNG_CANCER_KRAS_DN	0.0164752351478813	0.0676510571456959	0.352487857583619	0.138145461279119	1.76056834868457	154	Gmfg Hp Pltp C3 Abca1 Ptges Ccrl2 Il1b Hck Sash1 AW112010 Marcks Sptan1 Sh3bp5 Tuba1a Stab1 S100a8 Fas Slco3a1 Id3 Lyl1 Zbtb20 Enpp2 Tfrc Snca Ifitm3 Ankrd40 Fermt2 Cpe Gstm2 Gyg Sorbs1 Cadm1 Rhoj Sptbn1 Bmyc Plpp3 Prkce Eng Myo1b Fkbp9 Sparcl1 Ggh Adgre5 Top2a Usf2 Ets2 Kctd12 Psmb10 Sox11 Pgrmc1 Ndst1 Ablim1 Gng11 Ets1 Psip1 Slc7a5 Rcn1 Tprgl
SWEET_LUNG_CANCER_KRAS_UP	0.00068102426345164	0.00703686728015997	0.477270815362862	0.140241111908534	2.28995353762755	265	Slpi Lcn2 Pla2g7 Atox1 Ctsz Cyba Tank Fpr2 Vamp8 Wfdc21 Ctsd Tyrobp Atp6v0c Hexa Vasp Rnf149 Ctsb Aldoa Tle5 Mpeg1 Eef2 Nmt1 St13 Psmb5 Plxnb2 Grina Slc31a1 Sdc1 Cd63 Vegfb Hsph1 Tpi1 Ctsa C1qc Fkbp4 Pgls Rack1 S100a1 C1qb Hspa8 Atp6v0d1 Chd4 Tmem268 Stxbp2 Eef1d Sirpa Brd7 Elovl1 Snx10 Ldha Ubxn1 Itpr2 Pld3 Acsl5 Wls Psmd4 Ppp1r14b Mien1 Cdk2ap2 Itgb2 Pcyox1 Kdelr1 Pkm Ell2 Avpi1 Gns Mt2 Hmgn1 Nagk Zdhhc6
TERAO_AOX4_TARGETS_HG_UP	0.236144578313253	0.392976778113779	0.13880510939114	-0.20901280715707	-1.19391542400375	22	Cyth1 Nsf Cebpa Pam Mia2 Ttc7 Txndc5 Gna12 Sgpl1 Snx27 5031439G07Rik Rnf4
TERAO_AOX4_TARGETS_SKIN_UP	0.0183295153372858	0.0731223725733004	0.352487857583619	-0.338893905730496	-1.72928573711534	17	Rtn4 Atp7a Erbin Bclaf1 Smg6 Sec63 Nsun6 Krit1 Dnajc5 Lpgat1 Rad23b Pa2g4 Wdr45b
TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_DN	0.0900537634408602	0.209006767737483	0.170932335370056	0.111123294822147	1.43863917823934	157	Lst1 Lrmda Gmfg Marcksl1 Lmo4 Map4k4 Dusp2 Limd2 Rapgef2 Tyrobp Gng12 Arpc1b Tspan3 Mif Ptpn18 Sdc1 Vegfb Gstm1 Nab1 Stap1 Atxn1 Smyd3 Crlf3 Lhfpl2 Cyfip2 Itgal Phgdh Kifap3 Cmtm7 Ctps2 Ell2 Ppp1r9a Adgrl2 Wwc2 Lipa Bmyc Fkbp11 Traf3 Mpzl1 Ggh Pdxk Ccdc91 Capg Ptprs Klhl22 Gstt2 Kctd12 Cep68 Skil Agpat2 Ube2e2 Cnn2 Sox4
TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_UP	0.00152817171887759	0.0121495070699417	0.45505986738723	-0.176601781369045	-2.11918013707626	101	Eps8 Gda Klf6 St8sia4 Cytip Smim3 Diaph1 Dusp10 Camk1d Dip2c 4930523C07Rik Bmt2 Kdm7a Runx1 Gnaq Neat1 Sp100 Grk5 Gpcpd1 Apobec1 Arap2 Lyst Tsc22d3 Zmiz1 Fgd6 Akt3 Tent5a Pvt1 Tle3 Pdlim5 Trim26 Rgl1 Ypel5 Stx7 Atxn7l1 Fermt3 Klhl6 Ncoa3 Mob1b Id2 Homer1 Fry Rcbtb2 Macrod2 Ccdc186 Derl1 Mtmr12 Ddit4 Frmd4a
